NOMBRE,PROTEINAS_DIARIAS_G,CARBOHIDRATOS_DIARIOS_G,HIDRATACION_DIARIA_L,CALORIAS_DIARIAS,PLAN_NUTRICION
ANDREA PINAMONTI,102,310,4.0,3735,Plan mediterráneo adaptado
MAXIMILIAN BEIER,147,297,4.8,3938,"Alta proteína, moderado carbohidrato"
NIKOLAY KALINSKIY,121,338,2.8,2950,Plan mediterráneo adaptado
GUSTAVO SILVA,93,204,5.0,3932,"Alta proteína, moderado carbohidrato"
RICHONELL MARGARET,158,305,2.7,3508,"Alta proteína, moderado carbohidrato"
JEISON FUENTEALBA,93,280,2.9,2738,Plan mediterráneo adaptado
ALI EMRE YANAR,144,275,3.2,3065,Alto carbohidrato para rendimiento
SONDRE LISETH,180,359,4.2,3133,Equilibrado en macronutrientes
THORE PEDERSEN,100,295,4.7,3147,Plan mediterráneo adaptado
RYAN TREVITT,188,288,3.0,2772,Equilibrado en macronutrientes
OSCAR SCHWARTAU,165,405,3.2,3825,Equilibrado en macronutrientes
ADRIÁN MARTÍNEZ,112,426,3.1,3005,Alto carbohidrato para rendimiento
MIKE KLEIJN,163,272,3.2,3377,Equilibrado en macronutrientes
JOÃO PINTO,101,280,2.8,3254,Enfoque en recuperación muscular
ROBERTO PICCOLI,194,315,4.9,2522,Plan mediterráneo adaptado
RAKAN KAABI,107,258,3.8,2580,Plan mediterráneo adaptado
LAUTARO CENTURIÓN,98,390,4.2,3854,"Alta proteína, moderado carbohidrato"
MAX BALARD,155,303,4.8,3791,Alto carbohidrato para rendimiento
NUNO MENDES,167,268,4.9,3934,"Alta proteína, moderado carbohidrato"
JHON SOLÍS,169,277,3.6,3078,"Alta proteína, moderado carbohidrato"
CAULY,197,252,2.7,2673,"Alta proteína, moderado carbohidrato"
YUSUF ERDOĞAN,182,254,4.5,3649,Enfoque en recuperación muscular
NADER GHANDRI,169,300,3.7,2808,Alto carbohidrato para rendimiento
GÜRAY VURAL,101,421,4.4,2872,Equilibrado en macronutrientes
LUÍS ESTEVES,189,208,4.9,2985,Enfoque en recuperación muscular
TOM PETTERSSON,167,356,2.5,3799,"Alta proteína, moderado carbohidrato"
TERRY YEGBE,96,209,3.9,2693,"Alta proteína, moderado carbohidrato"
LUCAS ZELARAYÁN,182,201,4.6,3364,Equilibrado en macronutrientes
IVAN SMOLCIC,168,225,3.5,3171,Plan mediterráneo adaptado
GREJOHN KYEI,90,259,4.4,3350,Plan mediterráneo adaptado
DANIIL KUZNETSOV,81,305,3.3,3963,"Alta proteína, moderado carbohidrato"
GUIDO CARRILLO,174,335,4.1,3344,Enfoque en recuperación muscular
LÉO CORDEIRO,164,323,3.2,3234,"Alta proteína, moderado carbohidrato"
SANTIAGO TOLOZA,133,257,2.5,2988,"Alta proteína, moderado carbohidrato"
TIM KLEINDIENST,143,288,3.3,2563,"Alta proteína, moderado carbohidrato"
RYAN FRANCISCO,113,410,2.6,3690,Alto carbohidrato para rendimiento
GBOLY ARIYIBI,83,381,4.8,3453,Plan mediterráneo adaptado
JUAN FAMILIA-CASTILLO,117,316,3.3,3680,Plan mediterráneo adaptado
ANDRÉ,83,328,3.9,3938,"Alta proteína, moderado carbohidrato"
LUCAS ARCANJO,143,381,3.6,3358,Alto carbohidrato para rendimiento
CAMILO MOYA,138,393,2.5,2610,"Alta proteína, moderado carbohidrato"
JOSÉ ANDRÉS HURTADO,81,288,3.5,2958,Equilibrado en macronutrientes
RIGOBERTO RIVAS,191,329,2.8,2947,"Alta proteína, moderado carbohidrato"
POL FERNÁNDEZ,184,388,2.9,2955,Equilibrado en macronutrientes
LORENZO PELLEGRINI,97,288,5.0,2972,Equilibrado en macronutrientes
SERGIO CARREIRA,122,224,3.5,2756,Plan mediterráneo adaptado
ANDERS DREYER,147,364,3.3,3764,Plan mediterráneo adaptado
JOÃO MARQUES,102,224,4.9,2719,"Alta proteína, moderado carbohidrato"
EMIN HASIC,106,218,4.8,2724,Equilibrado en macronutrientes
BRUNO SCORZA,156,407,3.1,3828,Alto carbohidrato para rendimiento
ALEX OXLADE-CHAMBERLAIN,147,202,2.7,2572,Alto carbohidrato para rendimiento
ALEX MERET,105,408,2.6,3294,Plan mediterráneo adaptado
ÁLEX SOLA,108,388,3.1,3644,Alto carbohidrato para rendimiento
JESÚS VALLEJO,189,401,3.2,2877,Enfoque en recuperación muscular
FAHAD AL-JUMAIYA,190,224,3.6,3956,Enfoque en recuperación muscular
TIAGO SANTOS,88,371,4.9,2706,Alto carbohidrato para rendimiento
BRUNO PACHECO,158,410,4.5,2979,Equilibrado en macronutrientes
YANGEL HERRERA,186,405,3.0,3681,Equilibrado en macronutrientes
KEVIN AMARO,80,437,3.3,3677,Equilibrado en macronutrientes
TOMÁS GUIACOBINI,149,376,4.0,3790,Plan mediterráneo adaptado
ALEX LUNA,176,391,4.4,2891,Enfoque en recuperación muscular
OMARI HUTCHINSON,148,289,4.5,3409,Equilibrado en macronutrientes
MAXIMILIANO BRITO,97,227,4.3,3825,Equilibrado en macronutrientes
TIMOTHY CASTAGNE,141,391,4.1,3514,Plan mediterráneo adaptado
ANTONÍN KINSKÝ,124,418,3.7,3973,Plan mediterráneo adaptado
GEORGINIO WIJNALDUM,154,221,4.6,2679,"Alta proteína, moderado carbohidrato"
SERGI CARDONA,173,307,3.2,3786,Alto carbohidrato para rendimiento
MAHAMADOU NAGIDA,159,274,2.6,2641,"Alta proteína, moderado carbohidrato"
ADEMOLA LOOKMAN,87,270,3.0,3876,Equilibrado en macronutrientes
KEVIN ORTIZ,84,304,3.5,2828,Alto carbohidrato para rendimiento
LEONEL PICCO,107,331,3.1,2895,Alto carbohidrato para rendimiento
RAMÓN CANSINOS,198,235,3.3,3531,Plan mediterráneo adaptado
MAROAN SANNADI,121,304,3.1,2522,"Alta proteína, moderado carbohidrato"
KALIDOU KOULIBALY,190,403,3.9,3277,Alto carbohidrato para rendimiento
DENNIS GEIGER,130,419,2.8,3723,Enfoque en recuperación muscular
MAURICIO ASENJO,100,426,3.5,3531,Enfoque en recuperación muscular
GONZALO ANDRADA,194,324,4.5,2529,Alto carbohidrato para rendimiento
MATTHIJS DE LIGT,181,233,2.7,3155,Equilibrado en macronutrientes
LUCAS LEMOS,165,329,4.5,3139,Plan mediterráneo adaptado
MICKAËL TIRPAN,143,317,3.3,2968,Equilibrado en macronutrientes
JACOB RAMSEY,154,328,3.7,3926,Equilibrado en macronutrientes
UMUT BOZOK,111,392,2.6,3135,Enfoque en recuperación muscular
AYMAN YAHYA,139,245,4.7,2577,Alto carbohidrato para rendimiento
CLÁUDIO WINCK,150,414,4.2,3065,Plan mediterráneo adaptado
JOHAN HOVE,134,356,4.8,3895,Plan mediterráneo adaptado
DANI FIGUEIRA,123,224,3.5,3270,Enfoque en recuperación muscular
SERGEY PINYAEV,177,205,4.4,3694,Alto carbohidrato para rendimiento
BRUNO HERNÁNDEZ,130,405,2.7,3275,"Alta proteína, moderado carbohidrato"
YOEL LAGO,83,204,4.8,3724,Equilibrado en macronutrientes
MILO HOREMANS,151,251,3.1,3894,Alto carbohidrato para rendimiento
MILOS VELJKOVIC,137,435,3.5,2626,Equilibrado en macronutrientes
ADAM NHAILI,106,255,3.8,3994,"Alta proteína, moderado carbohidrato"
YAËL MOUANGA,158,329,3.3,3047,"Alta proteína, moderado carbohidrato"
KEVIN MAC ALLISTER,90,267,2.6,3520,Plan mediterráneo adaptado
NAHUEL ACOSTA,132,332,2.8,2576,Plan mediterráneo adaptado
ALEKSANDR GOLOVIN,146,207,4.5,3742,"Alta proteína, moderado carbohidrato"
FACUNDO SANGUINETTI,153,234,3.8,2955,Equilibrado en macronutrientes
MAX ROSENFELDER,139,325,3.7,3333,Equilibrado en macronutrientes
TOMMASO RUBINO,161,264,4.2,3605,Alto carbohidrato para rendimiento
GERÓNIMO MONTIVERO,165,399,4.3,2587,Alto carbohidrato para rendimiento
TETE MORENTE,152,362,3.7,3050,Enfoque en recuperación muscular
LARS UNNERSTALL,184,305,2.6,3970,Enfoque en recuperación muscular
ALESSANDRO CIRCATI,177,400,3.3,3173,Alto carbohidrato para rendimiento
TIAGO GALLETTO,98,355,3.9,2596,Plan mediterráneo adaptado
ROBERT SÁNCHEZ,84,306,4.6,3486,Equilibrado en macronutrientes
ANTONY,103,280,2.8,3549,Alto carbohidrato para rendimiento
JHON CÓRDOBA,187,368,4.0,3512,"Alta proteína, moderado carbohidrato"
MARKO DMITROVIC,187,222,4.8,3941,Equilibrado en macronutrientes
CARLENS ARCUS,193,201,4.3,2689,Enfoque en recuperación muscular
FABIAN DE KEIJZER,178,341,3.4,2560,Equilibrado en macronutrientes
PHILIPP LIENHART,157,357,3.0,3665,Alto carbohidrato para rendimiento
MYENTY ABENA,130,312,3.4,3758,"Alta proteína, moderado carbohidrato"
ISMAËL BENNACER,132,401,3.7,3882,"Alta proteína, moderado carbohidrato"
MYRON BOADU,80,259,2.5,3654,Plan mediterráneo adaptado
FREDRIK OLDRUP JENSEN,188,435,4.1,3883,Enfoque en recuperación muscular
CRISTIAN TARRAGONA,191,395,4.8,3532,Alto carbohidrato para rendimiento
NOEL SERNELIUS,87,324,3.8,3949,Equilibrado en macronutrientes
ENRIQUE BOLOGNA,147,443,3.0,2932,Equilibrado en macronutrientes
LUCAS SASHA,112,359,2.6,2681,Plan mediterráneo adaptado
JALAL ABDULLAI,100,243,3.2,3181,Equilibrado en macronutrientes
MELKER WIDELL,93,280,3.2,2649,"Alta proteína, moderado carbohidrato"
MAURO MARTÍN,177,258,3.8,3931,Plan mediterráneo adaptado
YUSUF SERTKAYA,185,315,4.2,2562,"Alta proteína, moderado carbohidrato"
ALISSON,158,203,3.5,3816,Equilibrado en macronutrientes
RONALD,131,358,2.7,3164,Plan mediterráneo adaptado
VLADIMIR PISARSKIY,165,436,4.8,3365,"Alta proteína, moderado carbohidrato"
CALILA,173,208,4.0,2779,"Alta proteína, moderado carbohidrato"
HIROKI ITO,111,297,4.5,2846,Alto carbohidrato para rendimiento
SILVIO ROMERO,129,373,3.1,3231,Plan mediterráneo adaptado
AMIR AL-AMMARI,95,435,2.8,3247,Equilibrado en macronutrientes
PATRICK MORTENSEN,96,370,3.6,3285,Alto carbohidrato para rendimiento
DARDAN SHABANHAXHAJ,187,248,4.8,2711,Plan mediterráneo adaptado
GREGORIO TANCO,97,449,3.7,3395,Equilibrado en macronutrientes
FACUNDO LENCIONI,181,403,3.4,3309,Plan mediterráneo adaptado
YAZEED AL-BAKR,164,202,4.1,2696,Enfoque en recuperación muscular
CICINHO,180,344,4.6,2860,Plan mediterráneo adaptado
CHECK KEITA,174,428,4.1,3652,Plan mediterráneo adaptado
NABIL ALIOUI,181,221,3.6,3298,Equilibrado en macronutrientes
SANTIAGO SILVA,142,300,3.9,3042,Equilibrado en macronutrientes
MATHEUZINHO,156,422,4.0,3741,Enfoque en recuperación muscular
NAWAF AL-HAWSAWI,180,226,3.8,3658,Enfoque en recuperación muscular
DAMON MIRANI,128,200,3.3,3652,Plan mediterráneo adaptado
GYRANO KERK,150,351,4.3,3428,Equilibrado en macronutrientes
EZEQUIEL CAÑETE,85,445,4.3,3423,Enfoque en recuperación muscular
CARLO VILLANUEVA,161,417,4.4,3823,Alto carbohidrato para rendimiento
VICTOR BAK,123,440,2.6,3493,"Alta proteína, moderado carbohidrato"
MATÍAS MARÍN,111,411,4.1,3087,Alto carbohidrato para rendimiento
VISAR BEKAJ,137,206,3.3,3571,Alto carbohidrato para rendimiento
SOTIRIS ALEXANDROPOULOS,102,437,4.8,2873,Alto carbohidrato para rendimiento
LUCAS LIMA,132,284,3.5,2545,Plan mediterráneo adaptado
BASSEM AL-ARINI,185,287,4.1,3848,"Alta proteína, moderado carbohidrato"
AGUSTÍN ALBARRACÍN,111,299,2.8,3208,Plan mediterráneo adaptado
VANDO FÉLIX,101,400,3.6,3174,Alto carbohidrato para rendimiento
RASMUS HØJLUND,162,447,4.8,3317,Plan mediterráneo adaptado
JESÚS MEDINA,162,207,3.4,2877,Plan mediterráneo adaptado
WILL HUGHES,172,435,2.5,3342,Plan mediterráneo adaptado
SANDER BERGE,102,289,4.7,3401,Alto carbohidrato para rendimiento
MICHEL COSTA,183,297,4.9,2611,"Alta proteína, moderado carbohidrato"
HENRIQUE PEREIRA,85,277,4.8,2543,Equilibrado en macronutrientes
WESLEY,190,373,3.9,3993,Alto carbohidrato para rendimiento
HARVEY BARNES,89,251,4.3,3180,Alto carbohidrato para rendimiento
PEDRO CARVALHO,121,221,4.8,2600,Enfoque en recuperación muscular
OMAR AL-SOMAH,92,279,3.3,3509,Plan mediterráneo adaptado
JULIAN GONSTAD,81,314,3.8,2751,Equilibrado en macronutrientes
ALTIN ZEQIRI,133,335,5.0,2504,Enfoque en recuperación muscular
ROBERTO FIRMINO,89,399,3.1,3007,Plan mediterráneo adaptado
ESTEBAN MOREIRA,86,422,3.9,3469,"Alta proteína, moderado carbohidrato"
GIANNI STENSNESS,81,395,4.7,2683,Enfoque en recuperación muscular
IVER FOSSUM,146,337,4.9,3001,Alto carbohidrato para rendimiento
DAVID LUIZ,80,284,4.0,3902,Alto carbohidrato para rendimiento
PIERRE LEES-MELOU,193,378,3.8,3745,Equilibrado en macronutrientes
GEOVANE,153,224,3.0,3611,Enfoque en recuperación muscular
CARLOS LABRÍN,187,421,3.2,3014,Plan mediterráneo adaptado
EMANUEL BELTRÁN,122,442,3.3,3230,Plan mediterráneo adaptado
PIERRE CORNUD,143,399,2.5,2905,Alto carbohidrato para rendimiento
BENITO RAMÍREZ,87,357,3.0,2909,"Alta proteína, moderado carbohidrato"
CHRISTOPHER MAMENGI,196,347,3.7,3751,Enfoque en recuperación muscular
IBRAHIM OLAWOYIN,170,263,4.1,3868,"Alta proteína, moderado carbohidrato"
SERUCA,150,332,4.6,3803,Equilibrado en macronutrientes
CARLOS STRANDBERG,135,305,3.4,3982,Alto carbohidrato para rendimiento
LENNY LOBATO,153,379,3.5,2591,Equilibrado en macronutrientes
QUENTIN MERLIN,121,212,2.7,3927,"Alta proteína, moderado carbohidrato"
DANILA PROKHIN,145,203,4.4,3881,Alto carbohidrato para rendimiento
LEONARDO OLAVARRÍA,139,399,3.2,2681,Alto carbohidrato para rendimiento
EMILIANO VELÁZQUEZ,166,326,2.8,3249,Enfoque en recuperación muscular
LUCAS MONZÓN,100,214,5.0,3216,Equilibrado en macronutrientes
ALJOSCHA KEMLEIN,130,248,4.8,3331,Equilibrado en macronutrientes
MELVIN KOLIQI,89,390,3.0,3031,"Alta proteína, moderado carbohidrato"
CHRISTIAN WALTON,91,210,3.1,3255,Plan mediterráneo adaptado
SERKAN ASAN,156,244,3.4,3903,Enfoque en recuperación muscular
LOUIS MOUTON,97,286,2.9,3780,"Alta proteína, moderado carbohidrato"
PABLO SARABIA,100,438,4.0,2556,"Alta proteína, moderado carbohidrato"
JOAQUÍN FERNÁNDEZ,98,277,4.8,2826,Alto carbohidrato para rendimiento
RODRIGO REY,112,237,4.6,2763,Alto carbohidrato para rendimiento
EDUARDO SALVIO,94,254,3.7,3198,Alto carbohidrato para rendimiento
ELIESSE BEN SEGHIR,171,388,4.6,3536,Alto carbohidrato para rendimiento
MANUEL OSIFO,117,345,2.6,2690,Equilibrado en macronutrientes
LUCAS BESOZZI,107,289,3.0,2547,Alto carbohidrato para rendimiento
STANIS IDUMBO,185,376,4.2,3930,Plan mediterráneo adaptado
AGUSTÍN MARTEGANI,99,321,4.9,3278,Alto carbohidrato para rendimiento
MOHAMED SIMAKAN,83,446,4.9,3006,Plan mediterráneo adaptado
NICOLÁS DIBBLE,137,360,2.9,3168,Plan mediterráneo adaptado
PELLE MATTSSON,163,345,4.4,2946,Alto carbohidrato para rendimiento
STEVEN VITÓRIA,141,433,2.7,2582,"Alta proteína, moderado carbohidrato"
TAHA AYARI,144,211,4.8,2553,"Alta proteína, moderado carbohidrato"
ILYA ROZHKOV,152,388,3.9,3146,Equilibrado en macronutrientes
JENS MARTIN GAMMELBY,90,411,4.1,2937,Plan mediterráneo adaptado
RYAN MANNING,108,247,4.7,2707,Plan mediterráneo adaptado
LEONARDO NARANJO,97,273,4.3,3926,"Alta proteína, moderado carbohidrato"
LUIS MILLA,119,251,3.7,3640,Plan mediterráneo adaptado
MALTHE HØJHOLT,191,286,3.0,3193,"Alta proteína, moderado carbohidrato"
ANDREW HJULSAGER,109,294,3.2,2609,Equilibrado en macronutrientes
DAVID MOKWA,111,228,2.7,3686,Enfoque en recuperación muscular
FRANCO ZAPIOLA,116,249,4.7,2595,Enfoque en recuperación muscular
DAVID AKINTOLA,183,346,4.2,2639,"Alta proteína, moderado carbohidrato"
RICHMOND GYAMFI,171,286,4.0,3113,Alto carbohidrato para rendimiento
HERNÁN MENOSSE,112,417,2.7,3303,Alto carbohidrato para rendimiento
BENJAMÍN CHANDÍA,102,372,2.7,3832,Equilibrado en macronutrientes
ABDALLAH SIMA,153,216,3.1,2963,"Alta proteína, moderado carbohidrato"
CONOR BRADLEY,82,366,4.9,3346,Enfoque en recuperación muscular
MEES DE WIT,118,227,4.5,3096,Equilibrado en macronutrientes
GILLES DE MEYER,182,246,3.5,3392,Plan mediterráneo adaptado
ANDRÉ LACXIMICANT,89,405,2.5,2673,Equilibrado en macronutrientes
YUNUS EMRE KONAK,101,389,3.1,3713,Plan mediterráneo adaptado
JOSHUA KING,95,216,4.6,3857,Enfoque en recuperación muscular
AARÓN MARTÍN,140,396,4.4,2613,Enfoque en recuperación muscular
JOHN GUIDETTI,88,445,4.5,3805,Equilibrado en macronutrientes
ERAY CÖMERT,131,265,2.8,3557,Equilibrado en macronutrientes
FERNANDO ZAMPEDRI,170,212,3.4,3622,Equilibrado en macronutrientes
MATÍAS LACAVA,97,204,4.3,2752,Alto carbohidrato para rendimiento
KRISTOFFER KHAZENI,136,413,4.3,2540,Enfoque en recuperación muscular
ABDOUL OUATTARA,128,272,4.1,3741,Equilibrado en macronutrientes
CENK TOSUN,186,390,3.1,3918,"Alta proteína, moderado carbohidrato"
FÁBIO MARTINS,184,222,4.8,2506,"Alta proteína, moderado carbohidrato"
MOHAMMED FOUZAIR,164,448,4.2,2582,"Alta proteína, moderado carbohidrato"
EGOR NAZARENKO,138,261,4.8,3597,"Alta proteína, moderado carbohidrato"
DIEGO ORELLANA,187,392,4.9,2913,"Alta proteína, moderado carbohidrato"
BRIAN FERRARES,90,342,3.2,2718,Alto carbohidrato para rendimiento
JOÃO CANCELO,174,216,3.0,2621,Plan mediterráneo adaptado
KINGSLEY EHIZIBUE,117,342,4.6,3396,"Alta proteína, moderado carbohidrato"
IBRAHIM SAID,101,221,4.1,2735,"Alta proteína, moderado carbohidrato"
LASSANA COULIBALY,199,272,4.0,3912,Equilibrado en macronutrientes
JOHAN MANZAMBI,95,218,4.5,3393,Equilibrado en macronutrientes
KEVIN SCHADE,142,253,3.7,3470,"Alta proteína, moderado carbohidrato"
MICHEL VLAP,111,328,2.5,3300,Equilibrado en macronutrientes
HAKAN ÇALHANOĞLU,116,365,3.8,2584,Plan mediterráneo adaptado
MANUEL GARCÍA,110,209,4.2,3565,"Alta proteína, moderado carbohidrato"
CALEB OKOLI,145,425,3.3,3204,Plan mediterráneo adaptado
JOE BELL,139,244,4.4,2759,Plan mediterráneo adaptado
LUCA KERBER,156,215,4.3,2779,Alto carbohidrato para rendimiento
RUI PEDRO,154,200,4.4,3351,Plan mediterráneo adaptado
PIERRE EKWAH,173,321,4.2,3909,"Alta proteína, moderado carbohidrato"
SANTIAGO LENCINA,156,395,4.2,3493,Alto carbohidrato para rendimiento
FER LÓPEZ,161,293,4.2,3867,"Alta proteína, moderado carbohidrato"
BRAHIM DÍAZ,125,237,4.5,2740,Equilibrado en macronutrientes
JORDAN AYEW,123,308,3.6,2933,"Alta proteína, moderado carbohidrato"
DARKO FIAMENGO,107,337,3.7,2966,Enfoque en recuperación muscular
KARL-JOHAN JOHNSSON,185,256,3.7,3071,Equilibrado en macronutrientes
ÁLEX JIMÉNEZ,196,225,3.3,3664,Enfoque en recuperación muscular
ANDERSON,105,428,4.7,2801,Enfoque en recuperación muscular
DALEY BLIND,146,421,4.5,3653,Enfoque en recuperación muscular
AÏMEN MOUEFFEK,89,299,4.7,2560,"Alta proteína, moderado carbohidrato"
PAULO DÍAZ,132,221,2.7,2703,Alto carbohidrato para rendimiento
NICOLÁS DUBERSARSKY,107,213,3.2,3738,"Alta proteína, moderado carbohidrato"
KÉVIN DANOIS,159,325,2.8,3750,"Alta proteína, moderado carbohidrato"
GASTÓN GURUCEAGA,96,285,4.8,2596,Equilibrado en macronutrientes
KRISTOFFER NORDFELDT,128,228,3.5,2814,Equilibrado en macronutrientes
KOSTA NEDELJKOVIC,123,422,4.7,3635,"Alta proteína, moderado carbohidrato"
BILAL NJIE,93,286,2.8,3522,Plan mediterráneo adaptado
NICO ELVEDI,192,254,3.3,2701,Enfoque en recuperación muscular
JANNICH STORCH,183,352,5.0,2937,Alto carbohidrato para rendimiento
YELLU SANTIAGO,99,245,4.3,3254,Alto carbohidrato para rendimiento
PAPE MATAR SARR,175,265,2.6,3081,Alto carbohidrato para rendimiento
OSCAR GARRIDO,132,294,3.7,3965,Enfoque en recuperación muscular
MATVEY LUKIN,166,341,3.2,3170,"Alta proteína, moderado carbohidrato"
KEISUKE GOTO,132,293,2.7,3263,Enfoque en recuperación muscular
FABIÁN TORRES,106,297,4.9,3809,Equilibrado en macronutrientes
STEFAN POSCH,146,265,2.8,2569,"Alta proteína, moderado carbohidrato"
MAX AARONS,165,390,4.9,3489,Equilibrado en macronutrientes
AARON MALOUDA,182,278,5.0,2761,Alto carbohidrato para rendimiento
ISSA DIOP,111,261,4.8,3332,Plan mediterráneo adaptado
CHRISTOPHE PSYCHÉ,149,397,3.1,2649,Equilibrado en macronutrientes
DIEGO CASTRILLO,94,277,3.3,3158,"Alta proteína, moderado carbohidrato"
MOHAMED AMOURA,170,313,3.4,3252,Equilibrado en macronutrientes
LUCAS ASSADI,125,395,2.9,3335,Plan mediterráneo adaptado
JONATHAN VILLAGRA,142,299,4.5,3982,"Alta proteína, moderado carbohidrato"
SONDRE SØRLØKK,185,244,2.9,3946,Plan mediterráneo adaptado
EMRECAN UZUNHAN,99,310,4.0,2755,Alto carbohidrato para rendimiento
KYLE WALKER,140,384,3.5,3960,Equilibrado en macronutrientes
YUNUS AKGÜN,188,321,4.2,3366,Plan mediterráneo adaptado
DENNIS COLLANDER,99,319,3.3,2550,"Alta proteína, moderado carbohidrato"
CALLUM WILSON,121,362,2.8,3853,"Alta proteína, moderado carbohidrato"
IGNACIO YEPEZ,108,310,4.7,2626,Enfoque en recuperación muscular
FABRÍCIO,125,263,5.0,3798,Plan mediterráneo adaptado
ARSEN ADAMOV,100,329,4.9,3341,Alto carbohidrato para rendimiento
SIMÃO,183,227,4.0,3378,"Alta proteína, moderado carbohidrato"
WOJCIECH SZCZESNY,112,233,2.9,3240,Plan mediterráneo adaptado
RÚBEN VEZO,112,426,3.8,3233,"Alta proteína, moderado carbohidrato"
MONTADER MADJED,97,324,2.9,3202,Alto carbohidrato para rendimiento
EBERECHI EZE,130,447,3.0,3483,Alto carbohidrato para rendimiento
OSAMA AL-KHALAF,149,380,3.2,3763,Enfoque en recuperación muscular
JAVI MARTÓN,157,432,3.5,3133,Alto carbohidrato para rendimiento
LASSE NORDÅS,132,247,3.0,2719,Enfoque en recuperación muscular
JOAQUÍN RUIZ,189,304,2.7,2920,Enfoque en recuperación muscular
ARBNOR MUJA,101,439,3.2,3188,Enfoque en recuperación muscular
GUSTAVO CANTO,95,435,3.2,2732,Alto carbohidrato para rendimiento
LEO WALTA,144,434,3.4,2992,Plan mediterráneo adaptado
SANTINO ANDINO,144,332,4.9,2961,"Alta proteína, moderado carbohidrato"
ANDRÉ CARRILLO,158,255,2.6,2787,Alto carbohidrato para rendimiento
FREDRIK HAMMAR,125,223,4.1,3933,Plan mediterráneo adaptado
RENÊ,94,298,4.5,3968,Plan mediterráneo adaptado
TOMÁS VERÓN LUPI,112,305,4.3,3069,Alto carbohidrato para rendimiento
MARCEL RØMER,178,213,3.4,3773,Alto carbohidrato para rendimiento
JUNIOR AJAYI,193,427,4.2,3230,Plan mediterráneo adaptado
BRIAN AGUIRRE,93,231,3.9,3344,Equilibrado en macronutrientes
NICO GAITÁN,177,299,3.1,3875,Enfoque en recuperación muscular
ALEXANDER JAKOBSEN,100,331,3.6,3620,Alto carbohidrato para rendimiento
YÜCEL GÜROL,198,326,3.6,3559,"Alta proteína, moderado carbohidrato"
SIMON BANZA,149,448,4.3,3817,Plan mediterráneo adaptado
KRISTIAN LØNSTAD ONSRUD,165,316,3.4,3402,Enfoque en recuperación muscular
AHMED SALEH BAHUSAYN,190,309,3.6,3941,Enfoque en recuperación muscular
JASPER SCHENDELAAR,174,291,2.9,3686,Enfoque en recuperación muscular
RODRIGO PIÑEIRO,84,301,3.9,2566,Equilibrado en macronutrientes
LORENZO VENTURINO,198,296,4.0,3409,Enfoque en recuperación muscular
MARIO LEMINA,149,382,2.6,3981,Enfoque en recuperación muscular
ALEXANDRO CALUT,90,417,4.9,2941,Enfoque en recuperación muscular
VIKTOR GRANATH,140,252,3.3,3312,Plan mediterráneo adaptado
XAVI SIMONS,160,254,3.1,2545,Alto carbohidrato para rendimiento
DARÍO OSORIO,169,222,3.0,3408,Enfoque en recuperación muscular
EMRE UZUN,161,433,2.8,3623,Alto carbohidrato para rendimiento
LUIS GOROCITO,121,303,4.8,3987,Alto carbohidrato para rendimiento
